                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.3344,                0.81492,                 1.0155,                0.87282,                0.74618,                0.84312,                0.53783,                 1.1599,                0.64441,                0.95719,               0.005017,               0.005017,               0.005017
                    153,                 1.3612,                0.84019,                 1.0254,                0.87165,                0.75053,                0.84353,                0.53707,                 1.1586,                0.64405,                0.95543,               0.004984,               0.004984,               0.004984
                    154,                 1.3357,                0.81846,                 1.0182,                0.87371,                0.74589,                0.84376,                0.54202,                 1.1549,                0.63779,                0.95257,               0.004951,               0.004951,               0.004951
                    155,                 1.3484,                0.82686,                 1.0221,                0.87859,                0.74259,                0.84418,                0.54446,                 1.1468,                0.63379,                0.95108,               0.004918,               0.004918,               0.004918
                    156,                  1.352,                0.82899,                 1.0194,                0.89696,                0.73908,                0.84645,                0.54495,                 1.1429,                0.63069,                0.95085,               0.004885,               0.004885,               0.004885
                    157,                 1.3223,                0.80713,                 1.0103,                0.87544,                0.75112,                0.84613,                0.54572,                 1.1469,                0.62995,                0.95079,               0.004852,               0.004852,               0.004852
                    158,                 1.3445,                0.82401,                 1.0222,                0.89335,                0.74133,                0.85146,                0.54933,                 1.1313,                0.62492,                  0.946,               0.004819,               0.004819,               0.004819
                    159,                 1.3417,                0.81503,                 1.0132,                0.88198,                0.74196,                0.85119,                0.54718,                 1.1353,                0.62726,                0.94631,               0.004786,               0.004786,               0.004786
                    160,                 1.3333,                0.82034,                  1.014,                0.86621,                0.75038,                0.85173,                0.54647,                 1.1384,                0.62982,                0.94884,               0.004753,               0.004753,               0.004753
                    161,                 1.3258,                0.80019,                 1.0096,                0.88269,                0.75041,                0.85502,                0.54749,                 1.1299,                0.62342,                0.94649,                0.00472,                0.00472,                0.00472
                    162,                 1.3287,                0.80536,                 1.0128,                0.90564,                0.74034,                0.85709,                 0.5524,                  1.123,                0.61916,                0.94354,               0.004687,               0.004687,               0.004687
                    163,                 1.3244,                 0.8074,                 1.0161,                0.87778,                0.75822,                0.85732,                0.55183,                 1.1252,                0.61707,                0.94412,               0.004654,               0.004654,               0.004654
                    164,                 1.3183,                0.80833,                 1.0116,                0.87624,                0.76016,                0.85655,                 0.5512,                 1.1289,                0.61739,                0.94607,               0.004621,               0.004621,               0.004621
                    165,                 1.3219,                0.81107,                 1.0151,                0.88817,                0.76011,                0.85889,                 0.5516,                 1.1305,                0.61726,                0.94676,               0.004588,               0.004588,               0.004588
                    166,                  1.314,                0.79636,                 1.0104,                0.87176,                 0.7619,                0.85593,                0.55176,                 1.1339,                0.62049,                0.94575,               0.004555,               0.004555,               0.004555
                    167,                 1.2929,                0.78857,                 1.0007,                 0.8855,                0.75292,                0.85587,                0.55281,                 1.1287,                0.61814,                0.94393,               0.004522,               0.004522,               0.004522
                    168,                 1.3152,                0.80262,                 1.0114,                0.88905,                0.75593,                0.85833,                0.55547,                 1.1186,                0.61446,                 0.9425,               0.004489,               0.004489,               0.004489
                    169,                 1.3061,                0.80009,                 1.0093,                0.89334,                0.75247,                 0.8594,                0.55871,                 1.1145,                  0.614,                0.94174,               0.004456,               0.004456,               0.004456
                    170,                 1.2965,                0.78753,                 1.0006,                0.90017,                0.75472,                0.85982,                0.55957,                 1.1071,                0.61143,                0.93673,               0.004423,               0.004423,               0.004423
                    171,                 1.2959,                0.78784,                 1.0014,                0.89922,                0.75754,                0.86198,                0.55862,                 1.1061,                0.61057,                0.93478,                0.00439,                0.00439,                0.00439
                    172,                 1.3003,                0.79119,                0.99848,                0.88456,                0.76595,                0.86074,                0.56107,                 1.1059,                0.60749,                0.93435,               0.004357,               0.004357,               0.004357
                    173,                 1.2738,                0.77022,                0.99488,                0.89819,                0.75157,                 0.8614,                0.56434,                 1.1003,                0.60604,                0.93405,               0.004324,               0.004324,               0.004324
                    174,                 1.2941,                0.79066,                 1.0046,                0.88937,                0.76235,                0.86364,                0.56658,                  1.089,                0.60404,                0.93053,               0.004291,               0.004291,               0.004291
                    175,                 1.2958,                0.78809,                0.99764,                0.89166,                0.76901,                 0.8645,                 0.5682,                 1.0909,                0.60285,                0.93079,               0.004258,               0.004258,               0.004258
                    176,                 1.2989,                0.79705,                 1.0083,                0.88242,                0.77208,                0.86486,                0.56736,                 1.0906,                0.60039,                 0.9313,               0.004225,               0.004225,               0.004225
                    177,                 1.2843,                0.78227,                  1.001,                0.88475,                0.76685,                0.86311,                0.56542,                 1.0885,                0.60017,                0.93039,               0.004192,               0.004192,               0.004192
                    178,                 1.2848,                0.77672,                0.99879,                0.89138,                0.76011,                0.86139,                0.56664,                 1.0825,                0.59726,                0.92933,               0.004159,               0.004159,               0.004159
                    179,                  1.295,                0.79386,                 1.0018,                0.89094,                 0.7646,                0.86177,                0.56817,                 1.0767,                0.59697,                0.92885,               0.004126,               0.004126,               0.004126
                    180,                 1.2704,                0.76928,                0.99423,                0.89837,                0.75966,                0.86161,                0.57029,                 1.0695,                0.59583,                0.92528,               0.004093,               0.004093,               0.004093
                    181,                 1.2748,                0.77457,                 0.9973,                0.89253,                0.76856,                0.86215,                0.56942,                 1.0689,                0.59526,                0.92567,                0.00406,                0.00406,                0.00406
                    182,                 1.2585,                0.76384,                0.98771,                0.89319,                0.76909,                0.86343,                0.57281,                 1.0702,                 0.5952,                0.92571,               0.004027,               0.004027,               0.004027
                    183,                 1.2707,                0.77659,                0.99595,                0.88879,                0.77403,                0.86625,                0.57384,                 1.0652,                0.59125,                0.92586,               0.003994,               0.003994,               0.003994
                    184,                 1.2557,                0.76726,                0.99149,                0.88797,                0.77268,                0.86571,                0.57205,                 1.0674,                0.59192,                0.92697,               0.003961,               0.003961,               0.003961
                    185,                 1.2546,                0.75703,                0.98976,                0.88417,                0.77808,                 0.8663,                0.57303,                 1.0676,                0.59079,                0.92729,               0.003928,               0.003928,               0.003928
                    186,                 1.2527,                0.76283,                0.98845,                0.88823,                 0.7747,                0.86627,                0.57387,                 1.0663,                  0.586,                 0.9289,               0.003895,               0.003895,               0.003895
                    187,                 1.2348,                0.74113,                0.98604,                0.88065,                0.78616,                0.86995,                0.57726,                 1.0605,                0.58117,                0.92934,               0.003862,               0.003862,               0.003862
                    188,                 1.2656,                0.77576,                0.99154,                0.88541,                0.78077,                0.87166,                 0.5783,                 1.0542,                0.58048,                0.92668,               0.003829,               0.003829,               0.003829
                    189,                   1.27,                0.76648,                0.99353,                0.88005,                0.78077,                0.86892,                0.57892,                 1.0499,                0.58088,                0.92509,               0.003796,               0.003796,               0.003796
                    190,                 1.2359,                0.75258,                0.98426,                0.88576,                0.77898,                0.86974,                0.58136,                 1.0468,                0.57876,                0.92653,               0.003763,               0.003763,               0.003763
                    191,                 1.2558,                0.76762,                0.99232,                 0.8816,                0.77583,                0.87014,                0.58329,                 1.0439,                0.57818,                0.92544,                0.00373,                0.00373,                0.00373
                    192,                 1.2349,                0.74745,                0.98174,                0.88845,                0.77999,                0.87183,                0.58361,                 1.0416,                0.57756,                0.92376,               0.003697,               0.003697,               0.003697
                    193,                 1.2504,                0.75837,                0.98728,                0.89333,                0.77879,                 0.8704,                0.58337,                 1.0409,                0.57838,                0.92294,               0.003664,               0.003664,               0.003664
                    194,                 1.2237,                0.73873,                0.97643,                0.89313,                0.77717,                0.87104,                 0.5841,                 1.0391,                0.57726,                0.92125,               0.003631,               0.003631,               0.003631
                    195,                 1.2348,                0.74635,                0.98357,                0.89782,                0.77363,                0.87179,                0.58312,                 1.0413,                0.57704,                0.92321,               0.003598,               0.003598,               0.003598
                    196,                 1.2286,                0.74776,                0.98135,                0.90027,                0.77459,                0.87171,                0.58366,                 1.0403,                 0.5763,                0.92252,               0.003565,               0.003565,               0.003565
                    197,                 1.2476,                 0.7613,                0.98211,                0.90929,                0.77269,                0.87325,                0.58722,                 1.0366,                0.57376,                0.92016,               0.003532,               0.003532,               0.003532
                    198,                 1.2493,                0.76582,                0.98898,                 0.9009,                0.77592,                0.87371,                0.58908,                 1.0354,                 0.5722,                 0.9191,               0.003499,               0.003499,               0.003499
                    199,                 1.2338,                 0.7454,                 0.9858,                0.90146,                0.78081,                0.87465,                0.59018,                 1.0321,                0.57083,                0.91984,               0.003466,               0.003466,               0.003466
                    200,                 1.2238,                 0.7427,                0.97859,                0.90259,                0.78302,                 0.8763,                0.59303,                 1.0264,                0.56764,                0.91962,               0.003433,               0.003433,               0.003433
                    201,                 1.2289,                0.74878,                0.98181,                0.90052,                0.78486,                0.87776,                0.59352,                 1.0241,                0.56624,                0.91993,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.2162,                 0.7393,                0.97849,                0.89549,                0.78751,                0.87933,                0.59649,                 1.0206,                 0.5645,                0.91777,               0.003367,               0.003367,               0.003367
                    203,                 1.2105,                0.73244,                0.97898,                0.89954,                0.78841,                 0.8778,                0.59765,                 1.0205,                0.56268,                0.91827,               0.003334,               0.003334,               0.003334
                    204,                 1.2095,                0.73337,                 0.9752,                 0.9078,                0.79174,                0.87981,                0.59799,                 1.0223,                0.56104,                0.92051,               0.003301,               0.003301,               0.003301
                    205,                 1.2038,                 0.7325,                0.97315,                0.90228,                0.78976,                0.88044,                0.59822,                 1.0201,                0.56125,                0.91911,               0.003268,               0.003268,               0.003268
                    206,                 1.2044,                  0.731,                0.96961,                0.89358,                0.79589,                 0.8805,                0.59899,                 1.0209,                0.55952,                0.91961,               0.003235,               0.003235,               0.003235
                    207,                 1.2165,                0.73501,                0.98061,                0.89607,                0.79335,                0.88226,                0.59905,                 1.0171,                0.55742,                0.91888,               0.003202,               0.003202,               0.003202
                    208,                  1.198,                0.72782,                0.96991,                 0.9016,                0.79028,                0.88179,                0.59801,                 1.0155,                0.55652,                0.91653,               0.003169,               0.003169,               0.003169
                    209,                 1.2077,                0.73873,                0.97646,                0.89232,                0.79919,                0.88235,                0.59931,                 1.0147,                0.55638,                 0.9153,               0.003136,               0.003136,               0.003136
                    210,                 1.2001,                  0.727,                0.97344,                0.89363,                 0.7965,                0.88107,                0.59994,                  1.013,                0.55453,                0.91549,               0.003103,               0.003103,               0.003103
                    211,                 1.1887,                0.72102,                0.97119,                0.89896,                0.79534,                 0.8834,                0.60065,                 1.0108,                0.55352,                0.91498,                0.00307,                0.00307,                0.00307
                    212,                 1.1934,                0.73152,                0.97398,                0.89089,                0.80144,                0.88315,                0.60059,                 1.0093,                0.55282,                0.91536,               0.003037,               0.003037,               0.003037
                    213,                 1.1946,                0.72698,                0.97146,                 0.9021,                 0.7965,                 0.8837,                0.60195,                 1.0069,                0.55199,                0.91437,               0.003004,               0.003004,               0.003004
                    214,                 1.2064,                0.73962,                0.97873,                0.90581,                0.78931,                0.88293,                0.60242,                 1.0082,                0.55283,                0.91393,               0.002971,               0.002971,               0.002971
                    215,                 1.1815,                0.71905,                0.96775,                0.91311,                0.78976,                0.88461,                0.60335,                 1.0037,                0.55185,                0.91284,               0.002938,               0.002938,               0.002938
                    216,                 1.1717,                0.71002,                0.96405,                0.90931,                0.79335,                0.88572,                 0.6056,                 1.0007,                0.54977,                 0.9125,               0.002905,               0.002905,               0.002905
                    217,                 1.1619,                0.69774,                0.96033,                 0.9112,                0.79287,                0.88693,                0.60752,                0.99797,                0.54732,                0.91167,               0.002872,               0.002872,               0.002872
                    218,                 1.1943,                0.72593,                0.96999,                0.91096,                 0.7951,                0.88834,                 0.6082,                0.99613,                0.54603,                0.91187,               0.002839,               0.002839,               0.002839
                    219,                 1.1811,                0.72034,                0.96956,                0.91342,                0.79425,                0.88886,                0.60656,                0.99431,                0.54604,                0.91151,               0.002806,               0.002806,               0.002806
                    220,                 1.1661,                  0.707,                0.96466,                0.91741,                0.79335,                0.88845,                0.60765,                 0.9946,                0.54497,                0.91235,               0.002773,               0.002773,               0.002773
                    221,                 1.1376,                 0.6886,                0.95797,                0.91241,                0.79556,                0.88797,                 0.6081,                0.99243,                0.54523,                0.91209,                0.00274,                0.00274,                0.00274
                    222,                 1.1478,                0.69621,                0.95666,                0.91112,                0.79673,                0.88946,                0.60878,                 0.9921,                 0.5451,                 0.9126,               0.002707,               0.002707,               0.002707
                    223,                 1.1626,                0.70652,                0.95989,                0.91771,                0.79662,                0.89113,                0.60889,                0.98909,                0.54241,                0.91349,               0.002674,               0.002674,               0.002674
                    224,                 1.1794,                0.72323,                0.96695,                0.91874,                0.79874,                0.89178,                0.60988,                0.98777,                0.54159,                0.91317,               0.002641,               0.002641,               0.002641
                    225,                 1.1546,                0.70143,                0.95953,                0.91712,                0.79829,                0.89116,                0.61102,                0.98792,                0.54081,                0.91358,               0.002608,               0.002608,               0.002608
                    226,                 1.1502,                0.70305,                0.95832,                0.91355,                0.80229,                 0.8917,                0.61158,                0.98543,                0.53872,                0.91335,               0.002575,               0.002575,               0.002575
                    227,                 1.1464,                0.69998,                0.95697,                0.91532,                0.80125,                0.89216,                0.61306,                0.98211,                0.53738,                0.91085,               0.002542,               0.002542,               0.002542
                    228,                  1.157,                0.70284,                0.95657,                0.91634,                0.80009,                0.89232,                0.61399,                0.98189,                 0.5376,                0.91298,               0.002509,               0.002509,               0.002509
                    229,                 1.1531,                0.70388,                 0.9619,                0.91101,                 0.8048,                0.89357,                 0.6144,                0.97884,                 0.5369,                0.91208,               0.002476,               0.002476,               0.002476
                    230,                 1.1542,                0.70525,                0.96171,                 0.9147,                0.80453,                0.89211,                0.61532,                0.97707,                 0.5377,                0.91149,               0.002443,               0.002443,               0.002443
                    231,                 1.1509,                0.70026,                0.95707,                0.91313,                0.80413,                0.89245,                0.61654,                0.97549,                0.53607,                0.91131,                0.00241,                0.00241,                0.00241
                    232,                 1.1472,                0.70036,                0.96177,                0.91158,                0.80591,                0.89371,                0.61664,                0.97575,                0.53696,                0.91103,               0.002377,               0.002377,               0.002377
                    233,                 1.1686,                  0.715,                0.96544,                0.91112,                 0.8059,                0.89204,                0.61667,                0.97438,                0.53543,                0.91077,               0.002344,               0.002344,               0.002344
                    234,                 1.1368,                0.69224,                0.95636,                 0.9094,                0.80773,                0.89296,                0.61554,                0.97287,                0.53594,                0.90891,               0.002311,               0.002311,               0.002311
                    235,                  1.144,                0.70012,                0.95623,                0.90631,                0.80907,                0.89314,                0.61548,                0.97163,                0.53587,                0.90911,               0.002278,               0.002278,               0.002278
                    236,                 1.1298,                0.68485,                0.95494,                0.90398,                0.81206,                0.89372,                0.61578,                0.97087,                0.53502,                0.90867,               0.002245,               0.002245,               0.002245
                    237,                 1.1576,                0.70685,                 0.9612,                0.90203,                0.81491,                0.89355,                0.61672,                0.96747,                0.53474,                0.90813,               0.002212,               0.002212,               0.002212
                    238,                 1.1315,                0.68598,                0.95298,                0.90034,                0.81581,                0.89385,                0.61725,                0.96552,                0.53402,                0.90801,               0.002179,               0.002179,               0.002179
                    239,                 1.1243,                0.68763,                0.95175,                0.90055,                0.81765,                0.89391,                0.61744,                0.96544,                0.53404,                0.90816,               0.002146,               0.002146,               0.002146
                    240,                 1.1063,                 0.6737,                0.94424,                0.89917,                0.81722,                0.89354,                0.61877,                0.96337,                0.53294,                0.90784,               0.002113,               0.002113,               0.002113
                    241,                 1.1213,                0.68355,                0.95039,                0.90875,                0.80974,                0.89411,                0.62037,                0.96261,                0.53139,                0.90915,                0.00208,                0.00208,                0.00208
                    242,                 1.1128,                0.67096,                0.94115,                0.90908,                0.81177,                0.89479,                0.62129,                0.96041,                0.53182,                0.90803,               0.002047,               0.002047,               0.002047
                    243,                  1.122,                0.68518,                0.95079,                0.90816,                0.81292,                0.89451,                0.62107,                0.95969,                0.53172,                0.90752,               0.002014,               0.002014,               0.002014
                    244,                 1.1336,                0.68848,                0.95352,                  0.904,                0.81402,                 0.8942,                0.62119,                0.95771,                 0.5306,                 0.9067,               0.001981,               0.001981,               0.001981
                    245,                 1.0903,                0.66225,                0.94114,                0.90569,                0.81542,                0.89481,                0.62258,                0.95546,                0.52954,                0.90588,               0.001948,               0.001948,               0.001948
                    246,                 1.0986,                0.66601,                0.93926,                0.90708,                0.81447,                0.89469,                 0.6235,                0.95371,                0.52934,                0.90536,               0.001915,               0.001915,               0.001915
                    247,                 1.0994,                0.66529,                0.94612,                0.90391,                0.81671,                0.89442,                0.62324,                0.95277,                 0.5283,                0.90499,               0.001882,               0.001882,               0.001882
                    248,                 1.0989,                 0.6646,                0.94298,                 0.9025,                0.81896,                0.89525,                 0.6234,                0.95162,                0.52816,                0.90449,               0.001849,               0.001849,               0.001849
                    249,                 1.0992,                0.67252,                0.94366,                0.90329,                0.81806,                0.89502,                0.62486,                0.94941,                0.52844,                0.90422,               0.001816,               0.001816,               0.001816
                    250,                 1.0969,                0.66752,                0.94566,                0.90475,                0.81806,                 0.8958,                0.62512,                0.94775,                0.52714,                0.90423,               0.001783,               0.001783,               0.001783
                    251,                 1.1108,                0.67477,                0.94672,                0.90634,                0.81986,                0.89594,                0.62601,                0.94775,                0.52647,                 0.9045,                0.00175,                0.00175,                0.00175
                    252,                 1.1144,                0.67906,                0.94837,                0.90624,                0.82068,                0.89622,                  0.626,                0.94757,                0.52628,                0.90489,               0.001717,               0.001717,               0.001717
                    253,                 1.0943,                0.66964,                0.94346,                0.90475,                0.81941,                0.89568,                 0.6257,                0.94597,                0.52545,                0.90427,               0.001684,               0.001684,               0.001684
                    254,                 1.0996,                0.67017,                0.94552,                0.90622,                0.81896,                 0.8958,                0.62649,                0.94391,                0.52446,                0.90347,               0.001651,               0.001651,               0.001651
                    255,                 1.1016,                0.67391,                0.94566,                0.90742,                0.81941,                0.89668,                0.62768,                0.94156,                0.52429,                 0.9028,               0.001618,               0.001618,               0.001618
                    256,                 1.0845,                0.65968,                0.93816,                0.90786,                0.81883,                0.89639,                0.62802,                0.94044,                0.52259,                0.90253,               0.001585,               0.001585,               0.001585
                    257,                 1.0955,                0.67248,                0.94538,                0.90786,                0.81761,                0.89665,                0.62835,                0.94038,                0.52272,                0.90249,               0.001552,               0.001552,               0.001552
                    258,                 1.0776,                0.65499,                0.93713,                0.90702,                0.81761,                0.89651,                0.62897,                0.93948,                0.52227,                0.90241,               0.001519,               0.001519,               0.001519
                    259,                 1.0901,                0.67059,                0.94235,                0.90755,                0.82075,                0.89814,                0.62942,                0.93838,                0.52185,                0.90241,               0.001486,               0.001486,               0.001486
                    260,                 1.0863,                0.66034,                0.94022,                0.90706,                 0.8199,                0.89827,                 0.6298,                0.93774,                0.52081,                0.90205,               0.001453,               0.001453,               0.001453
                    261,                 1.0861,                0.66865,                0.94112,                0.90756,                0.82035,                0.89796,                0.63067,                0.93656,                0.52024,                0.90128,                0.00142,                0.00142,                0.00142
                    262,                 1.0663,                0.64936,                0.93227,                0.90859,                0.81941,                0.89803,                0.62984,                0.93632,                0.52006,                0.90115,               0.001387,               0.001387,               0.001387
                    263,                 1.0869,                0.66127,                0.94565,                0.90908,                0.81986,                0.89827,                0.62968,                0.93648,                   0.52,                0.90127,               0.001354,               0.001354,               0.001354
                    264,                 1.0599,                0.64426,                0.93033,                0.91035,                0.81986,                0.89843,                 0.6294,                0.93548,                0.52003,                0.90126,               0.001321,               0.001321,               0.001321
                    265,                 1.0744,                0.65988,                0.94056,                 0.9107,                0.82007,                0.89824,                0.62961,                0.93483,                0.51993,                0.90123,               0.001288,               0.001288,               0.001288
                    266,                 1.0859,                0.66662,                0.94203,                0.91013,                0.81761,                0.89776,                0.62958,                0.93451,                0.51972,                0.90134,               0.001255,               0.001255,               0.001255
                    267,                 1.0682,                0.64923,                0.93627,                0.90808,                0.82102,                0.89741,                0.62971,                0.93406,                0.51886,                0.90166,               0.001222,               0.001222,               0.001222
                    268,                 1.0749,                0.65371,                0.93551,                0.91057,                0.81761,                0.89773,                0.63015,                0.93365,                0.51826,                0.90154,               0.001189,               0.001189,               0.001189
                    269,                 1.0595,                0.64295,                0.93347,                0.91266,                0.81671,                0.89845,                0.63048,                0.93312,                0.51775,                0.90238,               0.001156,               0.001156,               0.001156
                    270,                 1.0591,                0.64642,                0.93393,                0.91108,                0.81932,                0.89874,                0.63073,                0.93206,                0.51689,                0.90234,               0.001123,               0.001123,               0.001123
                    271,                 1.0538,                 0.6433,                0.93442,                0.91035,                0.82031,                0.89885,                0.63087,                0.93181,                0.51667,                0.90234,                0.00109,                0.00109,                0.00109
                    272,                 1.0606,                0.65014,                0.93629,                0.91117,                0.82022,                0.89914,                0.63202,                0.93042,                0.51555,                0.90221,               0.001057,               0.001057,               0.001057
                    273,                 1.0687,                0.65963,                0.93953,                0.91116,                0.82009,                0.89917,                0.63178,                0.92982,                0.51553,                0.90227,               0.001024,               0.001024,               0.001024
                    274,                 1.0471,                0.63528,                0.92756,                 0.9099,                0.82112,                0.89997,                0.63231,                0.92929,                0.51499,                0.90219,               0.000991,               0.000991,               0.000991
                    275,                 1.0421,                0.63861,                0.93118,                0.90778,                  0.823,                0.89877,                0.63278,                0.92782,                0.51454,                0.90183,               0.000958,               0.000958,               0.000958
                    276,                 1.0456,                0.63689,                 0.9294,                 0.9055,                  0.823,                0.89935,                0.63321,                0.92729,                0.51401,                0.90188,               0.000925,               0.000925,               0.000925
                    277,                 1.0682,                0.65945,                0.94029,                0.90832,                 0.8212,                0.89927,                0.63451,                0.92591,                0.51381,                 0.9016,               0.000892,               0.000892,               0.000892
                    278,                  1.064,                0.65283,                0.93682,                 0.9115,                0.81892,                0.89945,                0.63435,                0.92538,                0.51353,                0.90144,               0.000859,               0.000859,               0.000859
                    279,                 1.0543,                 0.6476,                0.93223,                 0.9115,                0.81891,                0.89918,                0.63445,                 0.9249,                0.51368,                0.90112,               0.000826,               0.000826,               0.000826
                    280,                 1.0372,                0.63424,                0.92761,                0.91643,                0.81282,                0.89939,                0.63434,                0.92453,                0.51349,                0.90108,               0.000793,               0.000793,               0.000793
                    281,                 1.0475,                0.63854,                0.92778,                0.91822,                0.81312,                0.89902,                0.63431,                0.92386,                0.51338,                0.90085,                0.00076,                0.00076,                0.00076
                    282,                 1.0421,                0.64044,                 0.9298,                0.91831,                0.81312,                0.89933,                0.63389,                0.92384,                0.51272,                0.90104,               0.000727,               0.000727,               0.000727
                    283,                 1.0382,                0.63492,                0.93072,                0.91967,                 0.8126,                0.89916,                0.63461,                0.92308,                0.51266,                0.90085,               0.000694,               0.000694,               0.000694
                    284,                 1.0467,                0.64202,                0.93031,                0.91948,                0.81267,                 0.8994,                0.63423,                0.92255,                0.51298,                0.90054,               0.000661,               0.000661,               0.000661
                    285,                  1.033,                0.63309,                0.92577,                0.92121,                0.81267,                0.89938,                 0.6349,                0.92239,                0.51253,                0.90046,               0.000628,               0.000628,               0.000628
                    286,                 1.0328,                0.63467,                0.92719,                0.91867,                0.81222,                0.89809,                0.63507,                0.92238,                 0.5118,                0.90058,               0.000595,               0.000595,               0.000595
                    287,                   1.03,                0.63427,                 0.9245,                0.91961,                0.81222,                0.89836,                0.63511,                0.92169,                0.51223,                 0.9003,               0.000562,               0.000562,               0.000562
                    288,                 1.0209,                0.62496,                0.92396,                0.91693,                0.81321,                0.89831,                 0.6352,                 0.9215,                0.51204,                0.90011,               0.000529,               0.000529,               0.000529
                    289,                 1.0256,                0.62726,                0.92664,                0.91804,                0.81357,                0.89814,                0.63541,                0.92083,                0.51174,                0.90015,               0.000496,               0.000496,               0.000496
                    290,                 1.0103,                0.61393,                0.91747,                0.91641,                0.81581,                0.89808,                0.63518,                0.92103,                0.51111,                0.90022,               0.000463,               0.000463,               0.000463
                    291,                0.84586,                 0.4891,                0.85867,                0.91661,                0.81671,                0.89793,                0.63544,                0.92067,                0.51149,                0.90009,                0.00043,                0.00043,                0.00043
                    292,                0.84763,                0.48516,                0.86267,                0.91719,                0.81671,                0.89794,                0.63526,                0.92042,                0.51142,                0.90017,               0.000397,               0.000397,               0.000397
                    293,                0.83833,                 0.4836,                0.85788,                0.91744,                0.81536,                0.89775,                0.63521,                0.92015,                 0.5114,                0.90005,               0.000364,               0.000364,               0.000364
                    294,                0.82433,                0.47517,                0.85638,                0.91635,                0.81688,                0.89846,                0.63538,                0.91915,                0.51136,                 0.8998,               0.000331,               0.000331,               0.000331
                    295,                 0.8297,                0.47893,                0.85957,                0.91648,                0.81581,                0.89853,                0.63565,                0.91859,                0.51069,                0.89955,               0.000298,               0.000298,               0.000298
                    296,                0.82963,                0.48148,                0.86057,                0.91748,                0.81581,                0.89882,                0.63659,                0.91809,                0.51034,                0.89959,               0.000265,               0.000265,               0.000265
                    297,                0.82441,                0.47553,                0.85781,                0.92019,                0.81581,                0.89889,                0.63616,                0.91745,                0.51037,                0.89938,               0.000232,               0.000232,               0.000232
                    298,                0.82471,                0.47601,                0.85502,                 0.9227,                0.81508,                0.89919,                0.63609,                  0.917,                0.50976,                0.89905,               0.000199,               0.000199,               0.000199
                    299,                 0.8263,                0.47667,                  0.856,                0.92298,                0.81491,                0.89933,                0.63739,                0.91677,                0.50965,                0.89887,               0.000166,               0.000166,               0.000166
                    300,                0.82958,                0.47828,                0.85644,                0.92201,                0.81447,                0.89986,                0.63708,                0.91606,                0.50976,                0.89878,               0.000133,               0.000133,               0.000133
